method,split,regime,task,seed,episodes,success_rate,contact_precision,budget_violation_rate,fall_rate,balance_margin,recovery_success,energy_contact_cost,calibration_error
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,box_lift_rebalance,0,84,0.511905,0.490498,0.272241,0.140258,0.512667,0.452710,0.252187,0.102551
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,box_lift_rebalance,1,84,0.452381,0.491354,0.272883,0.142156,0.513452,0.453474,0.252628,0.102993
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,box_lift_rebalance,2,84,0.535714,0.492210,0.273525,0.140626,0.514409,0.454462,0.253069,0.103436
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,box_lift_rebalance,3,84,0.571429,0.493066,0.274167,0.140239,0.515308,0.455375,0.253510,0.103878
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,box_lift_rebalance,4,84,0.452381,0.493922,0.274809,0.143565,0.516022,0.440039,0.253951,0.104320
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,box_lift_rebalance,5,84,0.523810,0.494778,0.275451,0.142321,0.516964,0.441008,0.254391,0.104762
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,box_lift_rebalance,6,84,0.500000,0.495634,0.276093,0.143362,0.517792,0.441828,0.254832,0.105205
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,fallen_object_pickup,0,84,0.500000,0.492176,0.273668,0.141508,0.523653,0.445468,0.253131,0.104387
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,fallen_object_pickup,1,84,0.571429,0.493048,0.274322,0.140273,0.508602,0.446452,0.253580,0.104838
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,fallen_object_pickup,2,84,0.428571,0.493920,0.274976,0.144180,0.509303,0.447102,0.254029,0.105288
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,fallen_object_pickup,3,84,0.488095,0.494792,0.275630,0.143230,0.510247,0.448068,0.254478,0.105739
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,fallen_object_pickup,4,84,0.452381,0.495664,0.276284,0.144565,0.511076,0.448885,0.254927,0.098185
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,fallen_object_pickup,5,84,0.511905,0.496536,0.276938,0.143615,0.512019,0.449851,0.255376,0.098636
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,fallen_object_pickup,6,84,0.440476,0.497408,0.277592,0.145808,0.512806,0.450612,0.255825,0.099086
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,push_cart_with_footstep,0,84,0.511905,0.488828,0.270150,0.139122,0.487764,0.454683,0.250929,0.103738
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,push_cart_with_footstep,1,84,0.571429,0.489724,0.270822,0.138185,0.488731,0.455672,0.251391,0.104200
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,push_cart_with_footstep,2,84,0.595238,0.490620,0.271494,0.138105,0.489655,0.440598,0.251852,0.104663
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,push_cart_with_footstep,3,84,0.547619,0.491516,0.272166,0.139740,0.490493,0.441419,0.252314,0.105126
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,push_cart_with_footstep,4,84,0.583333,0.492412,0.272838,0.139374,0.491431,0.442371,0.252775,0.105589
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,push_cart_with_footstep,5,84,0.619048,0.493308,0.273510,0.139009,0.492370,0.443323,0.253237,0.098047
whole_body_mpc,heldout_disturbance,compound_contact_scarcity,push_cart_with_footstep,6,84,0.535714,0.494204,0.274182,0.141501,0.493165,0.444089,0.253698,0.098510
whole_body_mpc,combined_stress,nominal_contacts,bimanual_shelf_reach,0,84,0.642857,0.501363,0.243492,0.125194,0.512035,0.449219,0.245880,0.099423
whole_body_mpc,combined_stress,nominal_contacts,bimanual_shelf_reach,1,84,0.690476,0.502131,0.244068,0.116469,0.513264,0.450586,0.246275,0.099820
whole_body_mpc,combined_stress,nominal_contacts,bimanual_shelf_reach,2,84,0.666667,0.502899,0.244644,0.117462,0.514006,0.451322,0.246671,0.100217
whole_body_mpc,combined_stress,nominal_contacts,bimanual_shelf_reach,3,84,0.571429,0.503667,0.245220,0.120169,0.514663,0.451946,0.247066,0.100614
whole_body_mpc,combined_stress,nominal_contacts,bimanual_shelf_reach,4,84,0.607143,0.504435,0.245796,0.119733,0.515477,0.452774,0.247462,0.101011
whole_body_mpc,combined_stress,nominal_contacts,bimanual_shelf_reach,5,84,0.630952,0.505203,0.246372,0.119583,0.516276,0.453584,0.247858,0.101409
whole_body_mpc,combined_stress,nominal_contacts,bimanual_shelf_reach,6,84,0.690476,0.505971,0.246948,0.118576,0.517118,0.454449,0.248253,0.093802
whole_body_mpc,combined_stress,nominal_contacts,door_open_step_through,0,84,0.642857,0.511674,0.250840,0.122748,0.506483,0.453023,0.251008,0.097679
whole_body_mpc,combined_stress,nominal_contacts,door_open_step_through,1,84,0.666667,0.512458,0.251428,0.122607,0.507298,0.453848,0.251411,0.098085
whole_body_mpc,combined_stress,nominal_contacts,door_open_step_through,2,84,0.702381,0.513242,0.252016,0.122180,0.508128,0.454692,0.251815,0.098490
whole_body_mpc,combined_stress,nominal_contacts,door_open_step_through,3,84,0.666667,0.514026,0.240598,0.122687,0.508910,0.455475,0.243975,0.098703
whole_body_mpc,combined_stress,nominal_contacts,door_open_step_through,4,84,0.607143,0.514810,0.241186,0.124546,0.509626,0.456170,0.244378,0.099109
whole_body_mpc,combined_stress,nominal_contacts,door_open_step_through,5,84,0.642857,0.515594,0.241774,0.124119,0.510455,0.457014,0.244782,0.099514
whole_body_mpc,combined_stress,nominal_contacts,door_open_step_through,6,84,0.571429,0.500370,0.242362,0.126263,0.511156,0.457691,0.245186,0.099920
whole_body_mpc,combined_stress,nominal_contacts,box_lift_rebalance,0,84,0.559524,0.508854,0.249754,0.123469,0.521766,0.450395,0.250043,0.094761
whole_body_mpc,combined_stress,nominal_contacts,box_lift_rebalance,1,84,0.630952,0.509606,0.250318,0.122168,0.522607,0.451264,0.250430,0.095151
whole_body_mpc,combined_stress,nominal_contacts,box_lift_rebalance,2,84,0.666667,0.510358,0.250882,0.121723,0.523405,0.452076,0.250817,0.095540
whole_body_mpc,combined_stress,nominal_contacts,box_lift_rebalance,3,84,0.547619,0.511110,0.251446,0.124993,0.524018,0.452648,0.251205,0.095929
whole_body_mpc,combined_stress,nominal_contacts,box_lift_rebalance,4,84,0.666667,0.511862,0.252010,0.122549,0.524916,0.453591,0.251592,0.096318
whole_body_mpc,combined_stress,nominal_contacts,box_lift_rebalance,5,84,0.595238,0.512614,0.252574,0.124676,0.525585,0.454237,0.251979,0.096707
whole_body_mpc,combined_stress,nominal_contacts,box_lift_rebalance,6,84,0.666667,0.513366,0.241132,0.122594,0.526466,0.455156,0.244122,0.096904
whole_body_mpc,combined_stress,nominal_contacts,fallen_object_pickup,0,84,0.642857,0.503208,0.245777,0.118439,0.525739,0.452247,0.247257,0.100896
whole_body_mpc,combined_stress,nominal_contacts,fallen_object_pickup,1,84,0.500000,0.503976,0.246353,0.122289,0.526338,0.452796,0.247653,0.101293
whole_body_mpc,combined_stress,nominal_contacts,fallen_object_pickup,2,84,0.607143,0.504744,0.246929,0.120139,0.527238,0.453736,0.248049,0.101690
whole_body_mpc,combined_stress,nominal_contacts,fallen_object_pickup,3,84,0.571429,0.505512,0.247505,0.121418,0.527966,0.454453,0.248444,0.094083
whole_body_mpc,combined_stress,nominal_contacts,fallen_object_pickup,4,84,0.547619,0.506280,0.248081,0.122410,0.528708,0.455188,0.248840,0.094481
whole_body_mpc,combined_stress,nominal_contacts,fallen_object_pickup,5,84,0.559524,0.507048,0.248657,0.122546,0.529493,0.455980,0.249235,0.094878
whole_body_mpc,combined_stress,nominal_contacts,fallen_object_pickup,6,84,0.583333,0.507816,0.249233,0.122396,0.530293,0.456789,0.249631,0.095275
whole_body_mpc,combined_stress,nominal_contacts,push_cart_with_footstep,0,84,0.666667,0.507744,0.247635,0.119952,0.497558,0.453080,0.248861,0.096018
whole_body_mpc,combined_stress,nominal_contacts,push_cart_with_footstep,1,84,0.690476,0.508536,0.248229,0.119815,0.498380,0.453913,0.249269,0.096428
whole_body_mpc,combined_stress,nominal_contacts,push_cart_with_footstep,2,84,0.583333,0.509328,0.248823,0.122821,0.499046,0.454542,0.249677,0.096837
whole_body_mpc,combined_stress,nominal_contacts,push_cart_with_footstep,3,84,0.595238,0.510120,0.249417,0.122970,0.499855,0.455356,0.250085,0.097247
whole_body_mpc,combined_stress,nominal_contacts,push_cart_with_footstep,4,84,0.583333,0.510912,0.250011,0.123691,0.500635,0.456133,0.250493,0.097656
whole_body_mpc,combined_stress,nominal_contacts,push_cart_with_footstep,5,84,0.690476,0.511704,0.250605,0.121554,0.501558,0.457096,0.250901,0.098066
whole_body_mpc,combined_stress,nominal_contacts,push_cart_with_footstep,6,84,0.630952,0.512496,0.251199,0.123417,0.502280,0.457799,0.251308,0.098475
whole_body_mpc,combined_stress,slippery_foot_contact,bimanual_shelf_reach,0,84,0.607143,0.499663,0.259538,0.128119,0.510083,0.452132,0.251496,0.099351
whole_body_mpc,combined_stress,slippery_foot_contact,bimanual_shelf_reach,1,84,0.547619,0.500471,0.260144,0.129990,0.510822,0.452850,0.251913,0.099769
whole_body_mpc,combined_stress,slippery_foot_contact,bimanual_shelf_reach,2,84,0.547619,0.501279,0.260750,0.130434,0.511632,0.453661,0.252329,0.100186
whole_body_mpc,combined_stress,slippery_foot_contact,bimanual_shelf_reach,3,84,0.500000,0.502087,0.261356,0.132020,0.512384,0.454398,0.252745,0.100604
whole_body_mpc,combined_stress,slippery_foot_contact,bimanual_shelf_reach,4,84,0.511905,0.502895,0.261962,0.132178,0.513208,0.455228,0.253161,0.101022
whole_body_mpc,combined_stress,slippery_foot_contact,bimanual_shelf_reach,5,84,0.452381,0.503703,0.262568,0.134050,0.513947,0.455946,0.253577,0.101440
whole_body_mpc,combined_stress,slippery_foot_contact,bimanual_shelf_reach,6,84,0.750000,0.504511,0.263174,0.127350,0.515114,0.457222,0.253993,0.101857
whole_body_mpc,combined_stress,slippery_foot_contact,door_open_step_through,0,84,0.595238,0.505647,0.263640,0.131587,0.499907,0.451223,0.254395,0.103396
whole_body_mpc,combined_stress,slippery_foot_contact,door_open_step_through,1,84,0.595238,0.506471,0.264258,0.132039,0.500733,0.452050,0.254819,0.103822
whole_body_mpc,combined_stress,slippery_foot_contact,door_open_step_through,2,84,0.535714,0.507295,0.252870,0.133139,0.501526,0.452834,0.247000,0.104055
whole_body_mpc,combined_stress,slippery_foot_contact,door_open_step_through,3,84,0.511905,0.508119,0.253488,0.134163,0.502323,0.453624,0.247424,0.104481
whole_body_mpc,combined_stress,slippery_foot_contact,door_open_step_through,4,84,0.559524,0.508943,0.254106,0.133472,0.503205,0.454525,0.247848,0.096903
whole_body_mpc,combined_stress,slippery_foot_contact,door_open_step_through,5,84,0.583333,0.493759,0.254724,0.133353,0.504059,0.455389,0.248273,0.097329
whole_body_mpc,combined_stress,slippery_foot_contact,door_open_step_through,6,84,0.571429,0.494583,0.255342,0.126087,0.505270,0.456717,0.248697,0.097755
whole_body_mpc,combined_stress,slippery_foot_contact,box_lift_rebalance,0,84,0.511905,0.499114,0.259769,0.130271,0.511580,0.445015,0.251519,0.098578
whole_body_mpc,combined_stress,slippery_foot_contact,box_lift_rebalance,1,84,0.571429,0.499906,0.260363,0.129277,0.512445,0.445904,0.251927,0.098987
whole_body_mpc,combined_stress,slippery_foot_contact,box_lift_rebalance,2,84,0.630952,0.500698,0.260957,0.128283,0.513311,0.446793,0.252334,0.099397
whole_body_mpc,combined_stress,slippery_foot_contact,box_lift_rebalance,3,84,0.535714,0.501490,0.261551,0.131004,0.513991,0.447440,0.252742,0.099806
whole_body_mpc,combined_stress,slippery_foot_contact,box_lift_rebalance,4,84,0.619048,0.502282,0.262145,0.129438,0.514885,0.448366,0.253150,0.100216
whole_body_mpc,combined_stress,slippery_foot_contact,box_lift_rebalance,5,84,0.547619,0.503074,0.262739,0.131587,0.515594,0.449050,0.253558,0.100625
whole_body_mpc,combined_stress,slippery_foot_contact,box_lift_rebalance,6,84,0.511905,0.503866,0.263333,0.132879,0.516345,0.449790,0.253966,0.101035
whole_body_mpc,combined_stress,slippery_foot_contact,fallen_object_pickup,0,84,0.583333,0.502429,0.262512,0.130443,0.524253,0.455489,0.253348,0.101295
whole_body_mpc,combined_stress,slippery_foot_contact,fallen_object_pickup,1,84,0.559524,0.503237,0.263118,0.131458,0.525034,0.456263,0.253764,0.101713
whole_body_mpc,combined_stress,slippery_foot_contact,fallen_object_pickup,2,84,0.523810,0.504045,0.263724,0.132759,0.509793,0.457018,0.254180,0.102131
whole_body_mpc,combined_stress,slippery_foot_contact,fallen_object_pickup,3,84,0.547619,0.504853,0.264330,0.132631,0.510631,0.441859,0.254596,0.102548
whole_body_mpc,combined_stress,slippery_foot_contact,fallen_object_pickup,4,84,0.630952,0.505661,0.264936,0.131074,0.511541,0.442800,0.255012,0.102966
whole_body_mpc,combined_stress,slippery_foot_contact,fallen_object_pickup,5,84,0.630952,0.506469,0.253536,0.130737,0.512390,0.443662,0.247184,0.103192
whole_body_mpc,combined_stress,slippery_foot_contact,fallen_object_pickup,6,84,0.476190,0.507277,0.254142,0.134895,0.513014,0.444232,0.247600,0.103609
whole_body_mpc,combined_stress,slippery_foot_contact,push_cart_with_footstep,0,84,0.559524,0.506476,0.264004,0.132832,0.495540,0.455778,0.254700,0.104172
whole_body_mpc,combined_stress,slippery_foot_contact,push_cart_with_footstep,1,84,0.607143,0.507308,0.252622,0.131365,0.496469,0.456737,0.246885,0.104410
whole_body_mpc,combined_stress,slippery_foot_contact,push_cart_with_footstep,2,84,0.595238,0.508140,0.253246,0.132107,0.497288,0.457553,0.247313,0.096836
whole_body_mpc,combined_stress,slippery_foot_contact,push_cart_with_footstep,3,84,0.559524,0.508972,0.253870,0.133421,0.498078,0.442324,0.247741,0.097266
whole_body_mpc,combined_stress,slippery_foot_contact,push_cart_with_footstep,4,84,0.571429,0.493796,0.254494,0.133592,0.498926,0.443176,0.248170,0.097696
whole_body_mpc,combined_stress,slippery_foot_contact,push_cart_with_footstep,5,84,0.690476,0.494628,0.255118,0.131191,0.499902,0.444196,0.248598,0.098126
whole_body_mpc,combined_stress,slippery_foot_contact,push_cart_with_footstep,6,84,0.642857,0.495460,0.255742,0.124787,0.485070,0.445477,0.249027,0.098556
whole_body_mpc,combined_stress,one_hand_occupied,bimanual_shelf_reach,0,84,0.607143,0.499598,0.265480,0.131673,0.498628,0.452803,0.253766,0.099656
whole_body_mpc,combined_stress,one_hand_occupied,bimanual_shelf_reach,1,84,0.583333,0.500374,0.266062,0.132670,0.499378,0.453546,0.254166,0.100057
whole_body_mpc,combined_stress,one_hand_occupied,bimanual_shelf_reach,2,84,0.476190,0.501150,0.266644,0.135667,0.500028,0.454159,0.254565,0.100458
whole_body_mpc,combined_stress,one_hand_occupied,bimanual_shelf_reach,3,84,0.559524,0.501926,0.267226,0.134093,0.500907,0.455069,0.254965,0.100859
whole_body_mpc,combined_stress,one_hand_occupied,bimanual_shelf_reach,4,84,0.452381,0.502702,0.267808,0.137090,0.501557,0.455682,0.255365,0.101261
whole_body_mpc,combined_stress,one_hand_occupied,bimanual_shelf_reach,5,84,0.619048,0.503478,0.268390,0.133516,0.502535,0.440715,0.255764,0.101662
whole_body_mpc,combined_stress,one_hand_occupied,bimanual_shelf_reach,6,84,0.547619,0.504254,0.256966,0.134876,0.503267,0.441434,0.247920,0.101871
whole_body_mpc,combined_stress,one_hand_occupied,door_open_step_through,0,84,0.583333,0.496237,0.262574,0.130299,0.495358,0.442865,0.251853,0.098916
whole_body_mpc,combined_stress,one_hand_occupied,door_open_step_through,1,84,0.619048,0.497029,0.263168,0.129877,0.496195,0.443716,0.252260,0.099326
whole_body_mpc,combined_stress,one_hand_occupied,door_open_step_through,2,84,0.547619,0.497821,0.263762,0.132026,0.496904,0.444401,0.252668,0.099735
whole_body_mpc,combined_stress,one_hand_occupied,door_open_step_through,3,84,0.523810,0.498613,0.264356,0.133032,0.497669,0.445159,0.253076,0.100145
whole_body_mpc,combined_stress,one_hand_occupied,door_open_step_through,4,84,0.571429,0.499405,0.264950,0.132323,0.498521,0.446029,0.253484,0.100554
whole_body_mpc,combined_stress,one_hand_occupied,door_open_step_through,5,84,0.630952,0.500197,0.265544,0.131330,0.499386,0.446918,0.253892,0.100964
whole_body_mpc,combined_stress,one_hand_occupied,door_open_step_through,6,84,0.583333,0.500989,0.266138,0.132907,0.500123,0.447639,0.254300,0.101373
whole_body_mpc,combined_stress,one_hand_occupied,box_lift_rebalance,0,84,0.511905,0.505481,0.258530,0.136575,0.506418,0.451940,0.248857,0.101983
whole_body_mpc,combined_stress,one_hand_occupied,box_lift_rebalance,1,84,0.500000,0.506241,0.259100,0.137277,0.507167,0.452686,0.249248,0.102376
whole_body_mpc,combined_stress,one_hand_occupied,box_lift_rebalance,2,84,0.547619,0.490993,0.259670,0.136552,0.507988,0.453525,0.249639,0.102769
whole_body_mpc,combined_stress,one_hand_occupied,box_lift_rebalance,3,84,0.571429,0.491753,0.260240,0.136397,0.508779,0.454327,0.250031,0.103162
whole_body_mpc,combined_stress,one_hand_occupied,box_lift_rebalance,4,84,0.535714,0.492513,0.260810,0.129667,0.509900,0.455556,0.250422,0.103556
whole_body_mpc,combined_stress,one_hand_occupied,box_lift_rebalance,5,84,0.583333,0.493273,0.261380,0.128942,0.510720,0.440388,0.250814,0.103949
whole_body_mpc,combined_stress,one_hand_occupied,box_lift_rebalance,6,84,0.583333,0.494033,0.261950,0.129359,0.511483,0.441153,0.251205,0.104342
whole_body_mpc,combined_stress,one_hand_occupied,fallen_object_pickup,0,84,0.428571,0.501627,0.267903,0.137308,0.511895,0.455209,0.255238,0.101223
whole_body_mpc,combined_stress,one_hand_occupied,fallen_object_pickup,1,84,0.559524,0.502403,0.268485,0.134591,0.512831,0.440185,0.255638,0.101624
whole_body_mpc,combined_stress,one_hand_occupied,fallen_object_pickup,2,84,0.607143,0.503179,0.269067,0.133874,0.513667,0.441040,0.256038,0.102026
whole_body_mpc,combined_stress,one_hand_occupied,fallen_object_pickup,3,84,0.583333,0.503955,0.257643,0.134091,0.514456,0.441834,0.248193,0.102235
whole_body_mpc,combined_stress,one_hand_occupied,fallen_object_pickup,4,84,0.476190,0.504731,0.258225,0.137088,0.515106,0.442447,0.248593,0.102636
whole_body_mpc,combined_stress,one_hand_occupied,fallen_object_pickup,5,84,0.583333,0.505507,0.258807,0.134942,0.516014,0.443394,0.248992,0.103037
whole_body_mpc,combined_stress,one_hand_occupied,fallen_object_pickup,6,84,0.607143,0.506283,0.259389,0.134797,0.516821,0.444212,0.249392,0.103439
whole_body_mpc,combined_stress,one_hand_occupied,push_cart_with_footstep,0,84,0.476190,0.493259,0.260083,0.131169,0.487201,0.443636,0.250197,0.097742
whole_body_mpc,combined_stress,one_hand_occupied,push_cart_with_footstep,1,84,0.654762,0.494059,0.260683,0.127322,0.488217,0.444718,0.250609,0.098156
whole_body_mpc,combined_stress,one_hand_occupied,push_cart_with_footstep,2,84,0.535714,0.494859,0.261283,0.130618,0.488876,0.445335,0.251021,0.098570
whole_body_mpc,combined_stress,one_hand_occupied,push_cart_with_footstep,3,84,0.559524,0.495659,0.261883,0.130486,0.489707,0.446176,0.251433,0.098983
whole_body_mpc,combined_stress,one_hand_occupied,push_cart_with_footstep,4,84,0.523810,0.496459,0.262483,0.131782,0.490466,0.446924,0.251845,0.099397
whole_body_mpc,combined_stress,one_hand_occupied,push_cart_with_footstep,5,84,0.607143,0.497259,0.263083,0.130221,0.491368,0.447857,0.252257,0.099810
whole_body_mpc,combined_stress,one_hand_occupied,push_cart_with_footstep,6,84,0.595238,0.498059,0.263683,0.130946,0.492156,0.448642,0.252669,0.100224
whole_body_mpc,combined_stress,narrow_support_polygon,bimanual_shelf_reach,0,84,0.559524,0.498463,0.270511,0.136159,0.498087,0.441615,0.255325,0.103885
whole_body_mpc,combined_stress,narrow_support_polygon,bimanual_shelf_reach,1,84,0.500000,0.499279,0.271123,0.138035,0.498833,0.442341,0.255745,0.104307
whole_body_mpc,combined_stress,narrow_support_polygon,bimanual_shelf_reach,2,84,0.559524,0.500095,0.271735,0.137054,0.499722,0.443253,0.256166,0.104729
whole_body_mpc,combined_stress,narrow_support_polygon,bimanual_shelf_reach,3,84,0.476190,0.500911,0.272347,0.139502,0.500440,0.443942,0.256586,0.105151
whole_body_mpc,combined_stress,narrow_support_polygon,bimanual_shelf_reach,4,84,0.583333,0.501727,0.272959,0.137378,0.501386,0.444928,0.249002,0.105572
whole_body_mpc,combined_stress,narrow_support_polygon,bimanual_shelf_reach,5,84,0.488095,0.502543,0.261565,0.139331,0.502129,0.445649,0.249182,0.105802
whole_body_mpc,combined_stress,narrow_support_polygon,bimanual_shelf_reach,6,84,0.571429,0.503359,0.262177,0.137779,0.503046,0.446598,0.249602,0.106224
whole_body_mpc,combined_stress,narrow_support_polygon,door_open_step_through,0,84,0.428571,0.490774,0.264359,0.134982,0.490480,0.443345,0.251183,0.100930
whole_body_mpc,combined_stress,narrow_support_polygon,door_open_step_through,1,84,0.595238,0.491606,0.264983,0.131438,0.491513,0.444439,0.251611,0.101360
whole_body_mpc,combined_stress,narrow_support_polygon,door_open_step_through,2,84,0.452381,0.492438,0.265607,0.135323,0.492175,0.445051,0.252040,0.101790
whole_body_mpc,combined_stress,narrow_support_polygon,door_open_step_through,3,84,0.583333,0.493270,0.266231,0.132637,0.493165,0.446089,0.252468,0.102220
whole_body_mpc,combined_stress,narrow_support_polygon,door_open_step_through,4,84,0.476190,0.494102,0.266855,0.135665,0.493870,0.446756,0.252897,0.102650
whole_body_mpc,combined_stress,narrow_support_polygon,door_open_step_through,5,84,0.583333,0.494934,0.267479,0.133550,0.494831,0.447758,0.253325,0.103080
whole_body_mpc,combined_stress,narrow_support_polygon,door_open_step_through,6,84,0.535714,0.495766,0.268103,0.135150,0.495607,0.448518,0.253754,0.103510
whole_body_mpc,combined_stress,narrow_support_polygon,box_lift_rebalance,0,84,0.476190,0.496306,0.269536,0.137143,0.514042,0.448975,0.254519,0.102288
whole_body_mpc,combined_stress,narrow_support_polygon,box_lift_rebalance,1,84,0.500000,0.497106,0.270136,0.137011,0.514873,0.449816,0.254931,0.102702
whole_body_mpc,combined_stress,narrow_support_polygon,box_lift_rebalance,2,84,0.500000,0.497906,0.270736,0.137450,0.515675,0.450619,0.255343,0.103116
whole_body_mpc,combined_stress,narrow_support_polygon,box_lift_rebalance,3,84,0.630952,0.498706,0.271336,0.134746,0.516634,0.451627,0.255755,0.103529
whole_body_mpc,combined_stress,narrow_support_polygon,box_lift_rebalance,4,84,0.500000,0.499506,0.271936,0.138328,0.517279,0.452226,0.256167,0.103943
whole_body_mpc,combined_stress,narrow_support_polygon,box_lift_rebalance,5,84,0.500000,0.500306,0.272536,0.138767,0.518081,0.453029,0.256579,0.104356
whole_body_mpc,combined_stress,narrow_support_polygon,box_lift_rebalance,6,84,0.511905,0.501106,0.273136,0.138920,0.502889,0.453851,0.256991,0.104770
whole_body_mpc,combined_stress,narrow_support_polygon,fallen_object_pickup,0,84,0.595238,0.501412,0.273623,0.137156,0.512507,0.445243,0.249267,0.105924
whole_body_mpc,combined_stress,narrow_support_polygon,fallen_object_pickup,1,84,0.559524,0.502228,0.262229,0.137680,0.513321,0.446057,0.249447,0.106153
whole_body_mpc,combined_stress,narrow_support_polygon,fallen_object_pickup,2,84,0.464286,0.503044,0.262841,0.140414,0.514024,0.446727,0.249868,0.106575
whole_body_mpc,combined_stress,narrow_support_polygon,fallen_object_pickup,3,84,0.440476,0.503860,0.263453,0.141433,0.514813,0.447509,0.250288,0.098993
whole_body_mpc,combined_stress,narrow_support_polygon,fallen_object_pickup,4,84,0.559524,0.488668,0.264065,0.139024,0.515774,0.448513,0.250708,0.099415
whole_body_mpc,combined_stress,narrow_support_polygon,fallen_object_pickup,5,84,0.547619,0.489484,0.264677,0.131753,0.516977,0.449834,0.251128,0.099837
whole_body_mpc,combined_stress,narrow_support_polygon,fallen_object_pickup,6,84,0.488095,0.490300,0.265289,0.133630,0.517723,0.450560,0.251549,0.100258
whole_body_mpc,combined_stress,narrow_support_polygon,push_cart_with_footstep,0,84,0.595238,0.492556,0.265437,0.131892,0.487281,0.449133,0.251978,0.102193
whole_body_mpc,combined_stress,narrow_support_polygon,push_cart_with_footstep,1,84,0.547619,0.493396,0.266067,0.133496,0.488064,0.449901,0.252411,0.102627
whole_body_mpc,combined_stress,narrow_support_polygon,push_cart_with_footstep,2,84,0.630952,0.494236,0.266697,0.131956,0.489005,0.450873,0.252843,0.103061
whole_body_mpc,combined_stress,narrow_support_polygon,push_cart_with_footstep,3,84,0.583333,0.495076,0.267327,0.133560,0.489789,0.451641,0.253276,0.103495
whole_body_mpc,combined_stress,narrow_support_polygon,push_cart_with_footstep,4,84,0.547619,0.495916,0.267957,0.134878,0.490587,0.452427,0.253708,0.103930
whole_body_mpc,combined_stress,narrow_support_polygon,push_cart_with_footstep,5,84,0.642857,0.496756,0.268587,0.133054,0.491543,0.453418,0.254141,0.104364
whole_body_mpc,combined_stress,narrow_support_polygon,push_cart_with_footstep,6,84,0.559524,0.497596,0.269217,0.135515,0.492283,0.454130,0.254574,0.104798
whole_body_mpc,combined_stress,unexpected_push,bimanual_shelf_reach,0,84,0.476190,0.496241,0.275271,0.141048,0.509189,0.446343,0.256583,0.101947
whole_body_mpc,combined_stress,unexpected_push,bimanual_shelf_reach,1,84,0.535714,0.497001,0.275841,0.140037,0.510023,0.447201,0.256975,0.102340
whole_body_mpc,combined_stress,unexpected_push,bimanual_shelf_reach,2,84,0.535714,0.497761,0.276411,0.140454,0.494779,0.447966,0.257366,0.102733
whole_body_mpc,combined_stress,unexpected_push,bimanual_shelf_reach,3,84,0.523810,0.498521,0.276981,0.141156,0.495527,0.448712,0.257757,0.103126
whole_body_mpc,combined_stress,unexpected_push,bimanual_shelf_reach,4,84,0.476190,0.499281,0.277551,0.142716,0.496233,0.449403,0.250145,0.103519
whole_body_mpc,combined_stress,unexpected_push,bimanual_shelf_reach,5,84,0.523810,0.500041,0.266115,0.141210,0.497093,0.450293,0.250296,0.103720
whole_body_mpc,combined_stress,unexpected_push,bimanual_shelf_reach,6,84,0.595238,0.500801,0.266685,0.139913,0.497942,0.451169,0.250687,0.104113
whole_body_mpc,combined_stress,unexpected_push,door_open_step_through,0,84,0.547619,0.488209,0.268861,0.134825,0.501490,0.448057,0.252264,0.106819
whole_body_mpc,combined_stress,unexpected_push,door_open_step_through,1,84,0.559524,0.488985,0.269443,0.134965,0.502283,0.448856,0.252663,0.107221
whole_body_mpc,combined_stress,unexpected_push,door_open_step_through,2,84,0.511905,0.489761,0.270025,0.136534,0.503004,0.449562,0.253063,0.107622
whole_body_mpc,combined_stress,unexpected_push,door_open_step_through,3,84,0.547619,0.490537,0.270607,0.136103,0.487818,0.450398,0.253462,0.100019
whole_body_mpc,combined_stress,unexpected_push,door_open_step_through,4,84,0.630952,0.491313,0.271189,0.134528,0.488696,0.451308,0.253862,0.100421
whole_body_mpc,combined_stress,unexpected_push,door_open_step_through,5,84,0.535714,0.492089,0.271771,0.137240,0.489361,0.451940,0.254262,0.100822
whole_body_mpc,combined_stress,unexpected_push,door_open_step_through,6,84,0.559524,0.492865,0.272353,0.137094,0.490168,0.452757,0.254661,0.101223
whole_body_mpc,combined_stress,unexpected_push,box_lift_rebalance,0,84,0.464286,0.489332,0.270733,0.137711,0.504600,0.449232,0.253330,0.105921
