split,regime,task,seed,episodes,success_rate,contact_precision,budget_violation_rate,fall_rate,balance_margin,recovery_success,energy_contact_cost,calibration_error,ablation,interpretation
combined_stress,one_hand_occupied,box_lift_rebalance,3,84,0.583333,0.562145,0.178088,0.092964,0.579103,0.509878,0.222584,0.071336,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,box_lift_rebalance,4,84,0.642857,0.563001,0.178730,0.092005,0.580031,0.510829,0.223025,0.071778,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,box_lift_rebalance,5,84,0.630952,0.563857,0.179372,0.092760,0.580873,0.511667,0.223466,0.072221,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,box_lift_rebalance,6,84,0.654762,0.564713,0.180014,0.092659,0.581758,0.512562,0.223906,0.072663,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,fallen_object_pickup,0,84,0.630952,0.561219,0.177594,0.091377,0.571544,0.516130,0.222228,0.071870,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,fallen_object_pickup,1,84,0.583333,0.562091,0.178248,0.092998,0.572359,0.516929,0.222677,0.072321,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,fallen_object_pickup,2,84,0.666667,0.562963,0.178902,0.091477,0.573331,0.517932,0.223126,0.064767,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,fallen_object_pickup,3,84,0.547619,0.563835,0.179556,0.094812,0.574060,0.518619,0.223575,0.065217,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,fallen_object_pickup,4,84,0.559524,0.564707,0.180210,0.095005,0.574947,0.519510,0.224025,0.065668,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,fallen_object_pickup,5,84,0.619048,0.565579,0.180864,0.094055,0.575890,0.520476,0.224474,0.066118,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,fallen_object_pickup,6,84,0.619048,0.566451,0.169512,0.093753,0.576801,0.521400,0.216679,0.066377,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,push_cart_with_footstep,0,84,0.595238,0.558083,0.174044,0.090131,0.551837,0.509471,0.219888,0.071074,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,push_cart_with_footstep,1,84,0.619048,0.558979,0.174716,0.090051,0.552761,0.510404,0.220349,0.071536,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,push_cart_with_footstep,2,84,0.642857,0.559875,0.175388,0.089972,0.553685,0.511338,0.220811,0.071999,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,push_cart_with_footstep,3,84,0.678571,0.560771,0.176060,0.089606,0.554623,0.512289,0.221272,0.064458,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,push_cart_with_footstep,4,84,0.666667,0.561667,0.176732,0.090384,0.555504,0.513167,0.221734,0.064921,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,push_cart_with_footstep,5,84,0.702381,0.562563,0.177404,0.090018,0.556442,0.514119,0.222195,0.065384,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,one_hand_occupied,push_cart_with_footstep,6,84,0.726190,0.563459,0.178076,0.089938,0.557366,0.515052,0.222656,0.065846,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,bimanual_shelf_reach,0,84,0.666667,0.555271,0.177582,0.090951,0.570924,0.515714,0.220871,0.073098,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,bimanual_shelf_reach,1,84,0.595238,0.556183,0.178266,0.093166,0.571749,0.516514,0.221340,0.065565,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,bimanual_shelf_reach,2,84,0.642857,0.557095,0.178950,0.092523,0.572717,0.517500,0.221810,0.066036,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,bimanual_shelf_reach,3,84,0.654762,0.558007,0.179634,0.092738,0.573642,0.518430,0.222280,0.066507,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,bimanual_shelf_reach,4,84,0.547619,0.558919,0.180318,0.095810,0.558417,0.519174,0.222749,0.066978,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,bimanual_shelf_reach,5,84,0.702381,0.559831,0.181002,0.092596,0.559513,0.520327,0.223219,0.067449,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,bimanual_shelf_reach,6,84,0.702381,0.560743,0.181686,0.093096,0.560424,0.521238,0.223689,0.067920,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,door_open_step_through,0,84,0.702381,0.559606,0.180534,0.092378,0.559202,0.513290,0.222922,0.068297,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,door_open_step_through,1,84,0.678571,0.560534,0.181230,0.093458,0.560100,0.514180,0.223400,0.068776,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,door_open_step_through,2,84,0.654762,0.561462,0.181926,0.094539,0.560998,0.515070,0.223878,0.069255,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,door_open_step_through,3,84,0.607143,0.562390,0.182622,0.096191,0.561867,0.515922,0.224356,0.069734,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,door_open_step_through,4,84,0.702381,0.563318,0.183318,0.094415,0.562908,0.516998,0.224834,0.070213,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,door_open_step_through,5,84,0.654762,0.564246,0.172008,0.095286,0.563816,0.517901,0.217068,0.070500,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,door_open_step_through,6,84,0.547619,0.565174,0.172704,0.098367,0.564614,0.518661,0.217546,0.070979,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,box_lift_rebalance,0,84,0.595238,0.565834,0.173997,0.097840,0.567287,0.519402,0.218368,0.069816,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,box_lift_rebalance,1,84,0.571429,0.550722,0.174669,0.098903,0.568154,0.520261,0.218830,0.070279,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,box_lift_rebalance,2,84,0.642857,0.551618,0.175341,0.089677,0.569535,0.521788,0.219291,0.070741,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,box_lift_rebalance,3,84,0.559524,0.552514,0.176013,0.092168,0.570331,0.522554,0.219753,0.071204,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,box_lift_rebalance,4,84,0.619048,0.553410,0.176685,0.091231,0.571298,0.507535,0.220214,0.071667,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,box_lift_rebalance,5,84,0.547619,0.554306,0.177357,0.093437,0.572107,0.508320,0.220676,0.072130,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,box_lift_rebalance,6,84,0.654762,0.555202,0.178029,0.091358,0.573131,0.509383,0.221137,0.072592,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,fallen_object_pickup,0,84,0.571429,0.560428,0.182149,0.096289,0.571326,0.521267,0.223950,0.068260,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,fallen_object_pickup,1,84,0.583333,0.561340,0.182833,0.096504,0.572252,0.522197,0.224419,0.068731,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,fallen_object_pickup,2,84,0.547619,0.562252,0.183517,0.097862,0.573120,0.507045,0.224889,0.069202,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,fallen_object_pickup,3,84,0.607143,0.563164,0.184201,0.096934,0.574102,0.508049,0.225359,0.069673,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,fallen_object_pickup,4,84,0.607143,0.564076,0.172879,0.096654,0.575052,0.509011,0.217584,0.069952,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,fallen_object_pickup,5,84,0.535714,0.564988,0.173563,0.098868,0.575877,0.509811,0.218054,0.070423,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,fallen_object_pickup,6,84,0.583333,0.565900,0.174247,0.098226,0.576845,0.510797,0.218524,0.070894,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,push_cart_with_footstep,0,84,0.666667,0.556804,0.178233,0.091633,0.551302,0.514342,0.221358,0.067214,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,push_cart_with_footstep,1,84,0.666667,0.557740,0.178935,0.092147,0.552236,0.515277,0.221840,0.067697,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,push_cart_with_footstep,2,84,0.607143,0.558676,0.179637,0.094089,0.553099,0.516118,0.222322,0.068180,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,push_cart_with_footstep,3,84,0.630952,0.559612,0.180339,0.094031,0.554062,0.517090,0.222804,0.068664,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,push_cart_with_footstep,4,84,0.619048,0.560548,0.181041,0.094830,0.554982,0.518006,0.223286,0.069147,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,push_cart_with_footstep,5,84,0.702381,0.561484,0.181743,0.093344,0.556016,0.519071,0.223768,0.069630,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,narrow_support_polygon,push_cart_with_footstep,6,84,0.714286,0.562420,0.182445,0.093572,0.556965,0.520024,0.224250,0.070113,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,bimanual_shelf_reach,0,84,0.595238,0.555521,0.183340,0.096855,0.568438,0.506840,0.223384,0.072412,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,bimanual_shelf_reach,1,84,0.559524,0.556377,0.183982,0.098182,0.569252,0.507642,0.223825,0.072854,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,bimanual_shelf_reach,2,84,0.630952,0.557233,0.184624,0.096938,0.570194,0.508611,0.224266,0.073296,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,bimanual_shelf_reach,3,84,0.595238,0.558089,0.185266,0.098265,0.571008,0.509412,0.224707,0.073739,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,bimanual_shelf_reach,4,84,0.630952,0.558945,0.185908,0.097877,0.571907,0.510325,0.225148,0.074181,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,bimanual_shelf_reach,5,84,0.654762,0.559801,0.186550,0.097775,0.556784,0.511220,0.225589,0.066619,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,bimanual_shelf_reach,6,84,0.630952,0.560657,0.187192,0.098817,0.557612,0.512040,0.226030,0.067062,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,door_open_step_through,0,84,0.642857,0.559513,0.186035,0.097808,0.556396,0.520111,0.225259,0.067434,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,door_open_step_through,1,84,0.750000,0.560385,0.186689,0.095715,0.557397,0.521151,0.225708,0.067885,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,door_open_step_through,2,84,0.678571,0.561257,0.187343,0.097908,0.558183,0.521913,0.226157,0.068335,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,door_open_step_through,3,84,0.678571,0.562129,0.175991,0.097606,0.559095,0.506828,0.218362,0.068593,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,door_open_step_through,4,84,0.714286,0.563001,0.176645,0.097227,0.560009,0.507757,0.218811,0.069044,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,door_open_step_through,5,84,0.654762,0.563873,0.177299,0.099134,0.560810,0.508537,0.219260,0.069494,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,door_open_step_through,6,84,0.654762,0.548737,0.177953,0.099613,0.561682,0.509410,0.219709,0.069945,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,box_lift_rebalance,0,84,0.500000,0.561332,0.176191,0.101708,0.576160,0.505908,0.218435,0.066696,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,box_lift_rebalance,1,84,0.583333,0.562172,0.176821,0.100169,0.577101,0.506880,0.218868,0.067130,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,box_lift_rebalance,2,84,0.559524,0.563012,0.177451,0.101202,0.577913,0.507685,0.219300,0.067564,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,box_lift_rebalance,3,84,0.702381,0.547844,0.178081,0.098234,0.578925,0.508750,0.219733,0.067999,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,box_lift_rebalance,4,84,0.583333,0.548684,0.178711,0.101552,0.563616,0.509406,0.220166,0.068433,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,box_lift_rebalance,5,84,0.666667,0.549524,0.179341,0.092009,0.564957,0.510898,0.220598,0.068867,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,box_lift_rebalance,6,84,0.500000,0.550364,0.179971,0.096470,0.565598,0.511481,0.221031,0.069301,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,fallen_object_pickup,0,84,0.595238,0.559391,0.186941,0.099201,0.567703,0.511300,0.225800,0.066914,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,fallen_object_pickup,1,84,0.607143,0.560247,0.187583,0.099385,0.568574,0.512176,0.226241,0.067356,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,fallen_object_pickup,2,84,0.607143,0.561103,0.176219,0.099075,0.569469,0.513084,0.218438,0.067607,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,fallen_object_pickup,3,84,0.547619,0.561959,0.176861,0.100973,0.570254,0.513848,0.218879,0.068049,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,fallen_object_pickup,4,84,0.654762,0.562815,0.177503,0.098871,0.571239,0.514873,0.219320,0.068491,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,fallen_object_pickup,5,84,0.500000,0.547663,0.178145,0.103055,0.571910,0.515489,0.219760,0.068933,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,fallen_object_pickup,6,84,0.571429,0.548519,0.178787,0.101811,0.572852,0.516458,0.220201,0.069376,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,push_cart_with_footstep,0,84,0.761905,0.550046,0.178735,0.089692,0.542201,0.514978,0.220263,0.070943,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,push_cart_with_footstep,1,84,0.607143,0.550926,0.179395,0.093889,0.542895,0.515617,0.220716,0.071398,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,push_cart_with_footstep,2,84,0.702381,0.551806,0.180055,0.092086,0.543889,0.516646,0.221169,0.071853,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,push_cart_with_footstep,3,84,0.642857,0.552686,0.180715,0.093998,0.544697,0.517434,0.221622,0.072307,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,push_cart_with_footstep,4,84,0.678571,0.553566,0.181375,0.093624,0.545620,0.518370,0.222076,0.072762,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,push_cart_with_footstep,5,84,0.583333,0.554446,0.182035,0.096392,0.546386,0.519102,0.222529,0.073216,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,unexpected_push,push_cart_with_footstep,6,84,0.678571,0.555326,0.182695,0.094589,0.547380,0.520132,0.222982,0.073671,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,bimanual_shelf_reach,0,84,0.595238,0.557632,0.190059,0.101548,0.555166,0.509701,0.226758,0.067825,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,bimanual_shelf_reach,1,84,0.595238,0.558488,0.190701,0.102018,0.556022,0.510558,0.227198,0.068267,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,bimanual_shelf_reach,2,84,0.607143,0.559344,0.179337,0.101421,0.556932,0.511485,0.219395,0.068517,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,bimanual_shelf_reach,3,84,0.690476,0.560200,0.179979,0.099891,0.557889,0.512472,0.219836,0.068960,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,bimanual_shelf_reach,4,84,0.571429,0.561056,0.180621,0.103218,0.558602,0.513144,0.220277,0.069402,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,bimanual_shelf_reach,5,84,0.714286,0.545904,0.181263,0.100259,0.559630,0.514224,0.220718,0.069844,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,bimanual_shelf_reach,6,84,0.583333,0.546760,0.181905,0.095868,0.560730,0.515398,0.221159,0.070286,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,door_open_step_through,0,84,0.630952,0.545615,0.180747,0.102006,0.559157,0.506996,0.220388,0.070659,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,door_open_step_through,1,84,0.630952,0.546487,0.181401,0.102484,0.560029,0.507869,0.220837,0.071109,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,door_open_step_through,2,84,0.630952,0.547359,0.182055,0.094959,0.561301,0.509262,0.221286,0.071560,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,door_open_step_through,3,84,0.571429,0.548231,0.182709,0.096866,0.562102,0.510042,0.221735,0.072010,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,door_open_step_through,4,84,0.654762,0.549103,0.183363,0.095344,0.563074,0.511045,0.222184,0.072461,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,door_open_step_through,5,84,0.547619,0.549975,0.184017,0.098394,0.547809,0.511751,0.222633,0.072911,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,door_open_step_through,6,84,0.654762,0.550847,0.184671,0.096301,0.548810,0.512791,0.223083,0.073362,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,box_lift_rebalance,0,84,0.642857,0.547435,0.182910,0.094969,0.563459,0.509512,0.221808,0.070113,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,box_lift_rebalance,1,84,0.523810,0.548275,0.183540,0.098287,0.564157,0.510168,0.222241,0.070547,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,box_lift_rebalance,2,84,0.500000,0.549115,0.184170,0.099319,0.564969,0.510973,0.222673,0.070981,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,box_lift_rebalance,3,84,0.559524,0.549955,0.184800,0.098351,0.565882,0.511908,0.223106,0.071415,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,box_lift_rebalance,4,84,0.678571,0.550795,0.185430,0.095955,0.566865,0.512936,0.223539,0.071850,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,box_lift_rebalance,5,84,0.630952,0.551635,0.186060,0.097559,0.567649,0.513704,0.223971,0.072284,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,box_lift_rebalance,6,84,0.607143,0.552475,0.186690,0.098591,0.568462,0.514508,0.224404,0.072718,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,fallen_object_pickup,0,84,0.511905,0.545493,0.181654,0.105114,0.570377,0.514081,0.220929,0.070139,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,fallen_object_pickup,1,84,0.607143,0.546349,0.182296,0.095294,0.571748,0.515607,0.221370,0.070581,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,fallen_object_pickup,2,84,0.595238,0.547205,0.182938,0.096049,0.572590,0.516446,0.221811,0.071024,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,fallen_object_pickup,3,84,0.607143,0.548061,0.183580,0.096233,0.573461,0.517322,0.222252,0.071466,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,fallen_object_pickup,4,84,0.440476,0.548917,0.184222,0.100703,0.574118,0.517920,0.222693,0.071908,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,fallen_object_pickup,5,84,0.571429,0.549773,0.184864,0.098030,0.575131,0.518982,0.223134,0.072350,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,fallen_object_pickup,6,84,0.666667,0.550629,0.185506,0.096214,0.576102,0.519988,0.223574,0.072793,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,push_cart_with_footstep,0,84,0.666667,0.552157,0.185454,0.096670,0.544822,0.517690,0.223636,0.074360,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,push_cart_with_footstep,1,84,0.630952,0.553037,0.186114,0.098011,0.545659,0.518515,0.224089,0.074815,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,push_cart_with_footstep,2,84,0.571429,0.553917,0.186774,0.099922,0.546467,0.519303,0.224542,0.075269,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,push_cart_with_footstep,3,84,0.619048,0.554797,0.187434,0.099262,0.547404,0.520258,0.224996,0.067720,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,push_cart_with_footstep,4,84,0.535714,0.555677,0.188094,0.101745,0.548184,0.505000,0.225449,0.068175,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,push_cart_with_footstep,5,84,0.595238,0.556557,0.188754,0.100799,0.549135,0.505974,0.225902,0.068629,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,contact_dropout,push_cart_with_footstep,6,84,0.547619,0.557437,0.189414,0.102425,0.549958,0.506780,0.226355,0.069084,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,bimanual_shelf_reach,0,84,0.535714,0.547397,0.194394,0.106502,0.556098,0.503270,0.226454,0.071809,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,bimanual_shelf_reach,1,84,0.738095,0.548333,0.195096,0.102159,0.557275,0.504521,0.226936,0.072292,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,bimanual_shelf_reach,2,84,0.595238,0.549269,0.195798,0.106101,0.558038,0.505232,0.227418,0.072775,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,bimanual_shelf_reach,3,84,0.607143,0.550205,0.196500,0.106329,0.558987,0.506185,0.227900,0.073259,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,bimanual_shelf_reach,4,84,0.619048,0.551141,0.197202,0.106557,0.559935,0.507139,0.228382,0.073742,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,bimanual_shelf_reach,5,84,0.607143,0.552077,0.197904,0.107356,0.560855,0.508055,0.228864,0.074225,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,bimanual_shelf_reach,6,84,0.678571,0.553013,0.198606,0.106156,0.561875,0.509101,0.229346,0.074708,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,door_open_step_through,0,84,0.630952,0.542732,0.190597,0.101562,0.551703,0.508268,0.223871,0.070403,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,door_open_step_through,1,84,0.583333,0.543684,0.191311,0.103227,0.552595,0.509144,0.224361,0.070895,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,door_open_step_through,2,84,0.583333,0.544636,0.192025,0.103750,0.553545,0.510094,0.224851,0.071386,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,door_open_step_through,3,84,0.511905,0.545588,0.192739,0.105986,0.554409,0.510933,0.225341,0.071878,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,door_open_step_through,4,84,0.595238,0.546540,0.193453,0.104509,0.555459,0.512013,0.225832,0.072369,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,door_open_step_through,5,84,0.523810,0.547492,0.194167,0.106745,0.556324,0.512851,0.226322,0.072860,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,door_open_step_through,6,84,0.595238,0.548444,0.194881,0.105554,0.557359,0.513913,0.226812,0.073352,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,box_lift_rebalance,0,84,0.595238,0.553136,0.187191,0.107602,0.563935,0.502510,0.221468,0.074060,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,box_lift_rebalance,1,84,0.488095,0.554056,0.187881,0.110678,0.564725,0.503262,0.221941,0.074536,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,box_lift_rebalance,2,84,0.523810,0.554976,0.188571,0.110326,0.565687,0.504237,0.222415,0.075011,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,box_lift_rebalance,3,84,0.476190,0.539888,0.189261,0.111973,0.566549,0.505082,0.222889,0.075486,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,box_lift_rebalance,4,84,0.595238,0.540808,0.189951,0.109621,0.567610,0.506187,0.223363,0.075961,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,box_lift_rebalance,5,84,0.559524,0.541728,0.190641,0.102979,0.568886,0.507571,0.223837,0.076436,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,box_lift_rebalance,6,84,0.488095,0.542648,0.191331,0.105198,0.569719,0.508379,0.224310,0.076911,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,fallen_object_pickup,0,84,0.476190,0.553106,0.187369,0.110506,0.573127,0.509462,0.221573,0.075065,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,fallen_object_pickup,1,84,0.571429,0.554042,0.188071,0.108734,0.574176,0.510545,0.222055,0.075548,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,fallen_object_pickup,2,84,0.619048,0.554978,0.188773,0.108105,0.575168,0.511554,0.222537,0.076032,minus_manipulation_reserve,manipulation contacts can be spent early
combined_stress,compound_contact_scarcity,fallen_object_pickup,3,84,0.535714,0.539906,0.189475,0.110619,0.576002,0.512359,0.223019,0.076515,minus_manipulation_reserve,manipulation contacts can be spent early
