method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
learned_residual_contact_policy,combined_stress,6,0.610551,0.004492,0.342185,0.009362,0.223940,0.001771,0.205578,0.002520,0.496739,0.001160,0.487198,0.001296,0.220139,0.000492,0.151896,0.002581,0.153219,0.001174,0.106201,0.000519,0.043854,0.000577,0.210898,0.002353,0.229154,0.002361,384
learned_residual_contact_policy,combined_stress,7,0.611240,0.004596,0.342698,0.009487,0.224146,0.001748,0.205625,0.002537,0.496300,0.001170,0.487307,0.001284,0.220246,0.000488,0.151614,0.002594,0.153252,0.001174,0.106017,0.000531,0.044093,0.000580,0.210852,0.002363,0.229160,0.002370,384
learned_residual_contact_policy,combined_stress,8,0.611218,0.004541,0.342661,0.009465,0.224096,0.001776,0.205512,0.002527,0.496125,0.001154,0.487619,0.001323,0.219996,0.000490,0.152183,0.002597,0.153425,0.001166,0.106093,0.000524,0.043823,0.000578,0.210956,0.002371,0.229252,0.002374,384
learned_residual_contact_policy,combined_stress,9,0.610816,0.004490,0.342565,0.009389,0.224178,0.001782,0.205381,0.002522,0.496180,0.001192,0.487506,0.001309,0.219993,0.000488,0.151458,0.002570,0.153301,0.001148,0.106157,0.000549,0.043889,0.000560,0.210827,0.002370,0.229059,0.002369,384
learned_residual_contact_policy,heldout_layout,0,0.641051,0.004005,0.419238,0.008829,0.204357,0.001743,0.180213,0.002487,0.507197,0.001175,0.497845,0.001287,0.216052,0.000507,0.142627,0.002566,0.146706,0.001201,0.101295,0.000526,0.038708,0.000576,0.190159,0.002335,0.208335,0.002344,384
learned_residual_contact_policy,heldout_layout,1,0.641761,0.003995,0.419973,0.008821,0.204427,0.001763,0.180173,0.002498,0.506944,0.001192,0.498091,0.001330,0.215988,0.000497,0.142520,0.002550,0.146551,0.001189,0.101457,0.000547,0.038748,0.000575,0.190108,0.002341,0.208322,0.002348,384
learned_residual_contact_policy,heldout_layout,2,0.641900,0.003982,0.420195,0.008867,0.204437,0.001764,0.180093,0.002532,0.507205,0.001182,0.498126,0.001305,0.216014,0.000494,0.142538,0.002569,0.146789,0.001168,0.101319,0.000546,0.038931,0.000578,0.190218,0.002352,0.208305,0.002367,384
learned_residual_contact_policy,heldout_layout,3,0.641292,0.003995,0.419589,0.008854,0.204410,0.001740,0.180033,0.002514,0.507176,0.001211,0.497846,0.001335,0.215999,0.000497,0.142714,0.002597,0.146530,0.001183,0.101265,0.000538,0.038961,0.000538,0.190004,0.002367,0.208271,0.002360,384
learned_residual_contact_policy,heldout_layout,4,0.641684,0.004006,0.420099,0.008828,0.204390,0.001713,0.179843,0.002529,0.507192,0.001176,0.497901,0.001289,0.215926,0.000491,0.142912,0.002597,0.146680,0.001156,0.101261,0.000542,0.038782,0.000574,0.190080,0.002334,0.208245,0.002353,384
learned_residual_contact_policy,heldout_layout,5,0.641701,0.003981,0.419970,0.008790,0.204210,0.001750,0.180277,0.002483,0.507161,0.001183,0.497874,0.001306,0.215816,0.000493,0.142752,0.002557,0.146420,0.001155,0.101440,0.000526,0.038804,0.000578,0.190131,0.002333,0.208325,0.002337,384
learned_residual_contact_policy,heldout_layout,6,0.641788,0.004072,0.420005,0.008927,0.204658,0.001751,0.180036,0.002527,0.507386,0.001184,0.498335,0.001313,0.215886,0.000489,0.142744,0.002589,0.146711,0.001172,0.101506,0.000541,0.038842,0.000559,0.190196,0.002363,0.208419,0.002366,384
learned_residual_contact_policy,heldout_layout,7,0.641576,0.004004,0.420237,0.008867,0.204255,0.001762,0.180134,0.002513,0.507537,0.001201,0.498434,0.001345,0.215811,0.000477,0.142530,0.002606,0.146504,0.001165,0.101371,0.000532,0.038643,0.000552,0.190163,0.002365,0.208232,0.002366,384
learned_residual_contact_policy,heldout_layout,8,0.640956,0.004025,0.419265,0.008866,0.204595,0.001751,0.180060,0.002517,0.507422,0.001194,0.498376,0.001305,0.216230,0.000488,0.142666,0.002580,0.146341,0.001177,0.101313,0.000545,0.038915,0.000562,0.189958,0.002368,0.208319,0.002360,384
learned_residual_contact_policy,heldout_layout,9,0.640939,0.004032,0.419347,0.008863,0.204224,0.001772,0.180305,0.002512,0.507340,0.001167,0.498616,0.001307,0.216131,0.000502,0.142530,0.002575,0.146577,0.001143,0.101361,0.000535,0.039039,0.000556,0.189990,0.002358,0.208301,0.002357,384
learned_residual_contact_policy,heldout_object,0,0.651943,0.003857,0.442886,0.008690,0.199417,0.001754,0.173649,0.002503,0.510826,0.001211,0.501444,0.001316,0.214832,0.000488,0.139627,0.002595,0.144581,0.001199,0.099854,0.000525,0.037280,0.000563,0.184636,0.002354,0.202782,0.002358,384
learned_residual_contact_policy,heldout_object,1,0.652711,0.003929,0.443714,0.008745,0.199378,0.001758,0.173513,0.002496,0.510687,0.001154,0.501005,0.001294,0.214836,0.000481,0.139630,0.002574,0.144290,0.001146,0.099907,0.000549,0.037201,0.000577,0.184536,0.002354,0.202684,0.002349,384
learned_residual_contact_policy,heldout_object,2,0.652448,0.003857,0.443315,0.008677,0.199305,0.001744,0.173584,0.002495,0.510098,0.001192,0.501525,0.001368,0.214659,0.000495,0.139873,0.002579,0.144450,0.001167,0.100007,0.000553,0.037277,0.000553,0.184626,0.002341,0.202776,0.002346,384
learned_residual_contact_policy,heldout_object,3,0.651897,0.003920,0.443003,0.008742,0.199426,0.001723,0.173472,0.002518,0.510536,0.001169,0.501618,0.001329,0.214572,0.000490,0.139879,0.002591,0.144238,0.001170,0.099789,0.000540,0.037332,0.000561,0.184536,0.002348,0.202716,0.002349,384
learned_residual_contact_policy,heldout_object,4,0.652519,0.003926,0.443817,0.008723,0.199387,0.001736,0.173243,0.002495,0.510862,0.001183,0.501259,0.001298,0.214699,0.000472,0.139651,0.002578,0.144399,0.001166,0.099926,0.000527,0.037448,0.000577,0.184396,0.002332,0.202594,0.002341,384
learned_residual_contact_policy,heldout_object,5,0.651791,0.003911,0.442612,0.008731,0.199661,0.001758,0.173351,0.002483,0.510328,0.001188,0.501459,0.001332,0.214762,0.000497,0.139863,0.002582,0.144524,0.001194,0.099970,0.000528,0.037262,0.000576,0.184580,0.002335,0.202801,0.002346,384
learned_residual_contact_policy,heldout_object,6,0.651820,0.003936,0.442740,0.008769,0.199589,0.001734,0.173303,0.002541,0.510844,0.001144,0.501270,0.001283,0.214996,0.000470,0.139924,0.002569,0.144529,0.001170,0.099902,0.000551,0.037330,0.000557,0.184495,0.002364,0.202760,0.002363,384
learned_residual_contact_policy,heldout_object,7,0.652067,0.003889,0.443316,0.008732,0.199428,0.001778,0.173303,0.002511,0.510551,0.001170,0.501376,0.001291,0.214663,0.000504,0.139487,0.002571,0.144420,0.001192,0.099913,0.000531,0.037310,0.000560,0.184440,0.002366,0.202598,0.002365,384
learned_residual_contact_policy,heldout_object,8,0.652307,0.003819,0.443750,0.008672,0.199276,0.001765,0.173228,0.002523,0.510903,0.001208,0.501588,0.001343,0.214693,0.000491,0.139741,0.002567,0.144346,0.001159,0.099976,0.000525,0.037394,0.000553,0.184339,0.002358,0.202571,0.002361,384
learned_residual_contact_policy,heldout_object,9,0.652232,0.003885,0.443588,0.008722,0.199178,0.001786,0.173316,0.002507,0.510637,0.001161,0.501533,0.001300,0.214767,0.000496,0.139617,0.002565,0.144524,0.001150,0.099975,0.000536,0.037364,0.000567,0.184339,0.002357,0.202569,0.002358,384
learned_residual_contact_policy,heldout_payload,0,0.629567,0.004257,0.381451,0.009138,0.216859,0.001760,0.194681,0.002543,0.501898,0.001215,0.493063,0.001303,0.217838,0.000472,0.146902,0.002569,0.149955,0.001151,0.103615,0.000536,0.041205,0.000560,0.202086,0.002360,0.220317,0.002368,384
learned_residual_contact_policy,heldout_payload,1,0.629795,0.004211,0.381929,0.009099,0.216589,0.001749,0.194740,0.002526,0.502056,0.001190,0.493144,0.001349,0.217830,0.000481,0.146872,0.002573,0.149728,0.001168,0.103630,0.000527,0.041219,0.000555,0.201968,0.002362,0.220219,0.002361,384
learned_residual_contact_policy,heldout_payload,2,0.629703,0.004251,0.381739,0.009122,0.216753,0.001769,0.194685,0.002523,0.502116,0.001168,0.493007,0.001327,0.217896,0.000469,0.146892,0.002589,0.149699,0.001165,0.103629,0.000524,0.041144,0.000554,0.202124,0.002364,0.220252,0.002364,384
learned_residual_contact_policy,heldout_payload,3,0.630160,0.004230,0.382300,0.009102,0.216602,0.001746,0.194664,0.002533,0.501949,0.001180,0.492932,0.001312,0.217957,0.000475,0.146778,0.002573,0.149705,0.001156,0.103535,0.000544,0.041259,0.000577,0.201816,0.002357,0.220154,0.002364,384
learned_residual_contact_policy,heldout_payload,4,0.630088,0.004229,0.382097,0.009089,0.216577,0.001756,0.194698,0.002495,0.501795,0.001167,0.492879,0.001312,0.217838,0.000490,0.146954,0.002594,0.149955,0.001181,0.103522,0.000540,0.041137,0.000561,0.201965,0.002354,0.220227,0.002357,384
learned_residual_contact_policy,heldout_payload,5,0.630420,0.004245,0.382451,0.009135,0.216558,0.001774,0.194693,0.002517,0.501879,0.001180,0.493008,0.001306,0.218038,0.000497,0.147028,0.002576,0.149701,0.001188,0.103612,0.000523,0.041094,0.000576,0.201976,0.002364,0.220217,0.002366,384
learned_residual_contact_policy,heldout_payload,6,0.630052,0.004239,0.382424,0.009120,0.216503,0.001776,0.194442,0.002514,0.501816,0.001165,0.493024,0.001291,0.218168,0.000492,0.146631,0.002580,0.149725,0.001200,0.103550,0.000534,0.041227,0.000584,0.201756,0.002369,0.219999,0.002372,384
learned_residual_contact_policy,heldout_payload,7,0.629811,0.004231,0.381742,0.009102,0.216508,0.001789,0.194821,0.002535,0.501792,0.001166,0.492829,0.001299,0.217976,0.000491,0.146986,0.002558,0.149653,0.001177,0.103626,0.000528,0.041195,0.000577,0.202038,0.002363,0.220240,0.002370,384
learned_residual_contact_policy,heldout_payload,8,0.629675,0.004228,0.381669,0.009077,0.217034,0.001741,0.194522,0.002521,0.501943,0.001166,0.493442,0.001297,0.217906,0.000503,0.146918,0.002558,0.149538,0.001173,0.103831,0.000547,0.041259,0.000572,0.202074,0.002349,0.220294,0.002354,384
learned_residual_contact_policy,heldout_payload,9,0.630088,0.004231,0.382059,0.009097,0.216633,0.001745,0.194705,0.002506,0.501912,0.001244,0.492826,0.001324,0.217871,0.000499,0.147012,0.002597,0.149754,0.001151,0.103605,0.000522,0.041174,0.000563,0.202070,0.002341,0.220249,0.002348,384
no_budget_planner,clean_deployment,0,0.411024,0.004026,-0.085983,0.009151,0.317217,0.002005,0.233559,0.002561,0.332922,0.001150,0.266395,0.001331,0.142723,0.000495,0.288340,0.002581,0.251234,0.001190,0.133307,0.000549,0.018257,0.000582,0.275460,0.002316,0.318194,0.002471,384
no_budget_planner,clean_deployment,1,0.409918,0.004064,-0.086964,0.009236,0.316832,0.002022,0.233575,0.002572,0.333212,0.001212,0.266347,0.001324,0.142821,0.000485,0.288702,0.002605,0.251121,0.001190,0.133553,0.000529,0.018284,0.000567,0.275425,0.002320,0.318171,0.002484,384
no_budget_planner,clean_deployment,2,0.410609,0.003985,-0.086495,0.009142,0.317053,0.002029,0.233496,0.002556,0.332890,0.001183,0.266376,0.001325,0.142771,0.000491,0.288752,0.002598,0.251440,0.001158,0.133549,0.000521,0.018211,0.000581,0.275714,0.002319,0.318262,0.002473,384
no_budget_planner,clean_deployment,3,0.410305,0.004007,-0.086437,0.009141,0.316870,0.002010,0.233482,0.002555,0.333396,0.001218,0.266406,0.001316,0.142769,0.000498,0.288629,0.002558,0.251354,0.001194,0.133428,0.000530,0.018130,0.000576,0.275582,0.002294,0.318139,0.002462,384
no_budget_planner,clean_deployment,4,0.410848,0.004053,-0.086250,0.009179,0.317251,0.002009,0.233549,0.002562,0.333031,0.001198,0.266391,0.001322,0.142789,0.000480,0.288442,0.002569,0.251312,0.001177,0.133429,0.000538,0.018316,0.000562,0.275620,0.002300,0.318251,0.002465,384
no_budget_planner,clean_deployment,5,0.410782,0.003998,-0.086241,0.009146,0.317241,0.002008,0.233346,0.002550,0.333111,0.001214,0.266588,0.001326,0.142981,0.000495,0.288517,0.002579,0.251486,0.001171,0.133674,0.000539,0.018243,0.000572,0.275592,0.002311,0.318234,0.002465,384
no_budget_planner,clean_deployment,6,0.411121,0.004032,-0.085908,0.009157,0.317056,0.002036,0.233541,0.002548,0.332631,0.001190,0.266501,0.001287,0.142559,0.000467,0.288593,0.002599,0.251336,0.001174,0.133467,0.000534,0.018234,0.000568,0.275550,0.002315,0.318223,0.002474,384
no_budget_planner,clean_deployment,7,0.410882,0.004027,-0.086195,0.009148,0.317186,0.002009,0.233498,0.002552,0.332911,0.001184,0.266581,0.001310,0.142565,0.000471,0.288757,0.002595,0.251458,0.001164,0.133387,0.000533,0.018370,0.000578,0.275554,0.002286,0.318288,0.002464,384
no_budget_planner,clean_deployment,8,0.410782,0.004011,-0.086214,0.009129,0.316994,0.002024,0.233322,0.002542,0.332986,0.001178,0.265891,0.001344,0.142575,0.000471,0.288749,0.002578,0.251755,0.001162,0.133450,0.000533,0.018243,0.000563,0.275592,0.002301,0.318192,0.002462,384
no_budget_planner,clean_deployment,9,0.410447,0.004074,-0.086411,0.009180,0.316936,0.002013,0.233276,0.002557,0.332798,0.001175,0.266424,0.001302,0.143059,0.000471,0.288653,0.002565,0.251304,0.001172,0.133473,0.000551,0.018326,0.000556,0.275440,0.002294,0.318081,0.002464,384
no_budget_planner,combined_stress,0,0.345211,0.005017,-0.230686,0.010208,0.351789,0.002028,0.274692,0.002585,0.314266,0.001178,0.248067,0.001330,0.149742,0.000475,0.304347,0.002575,0.262867,0.001164,0.141540,0.000544,0.027320,0.000603,0.307841,0.002324,0.353295,0.002484,384
no_budget_planner,combined_stress,1,0.345097,0.004969,-0.231202,0.010200,0.352516,0.002026,0.274751,0.002578,0.314552,0.001209,0.248400,0.001352,0.149670,0.000504,0.304381,0.002597,0.262882,0.001172,0.141441,0.000545,0.027478,0.000614,0.308072,0.002329,0.353562,0.002488,384
no_budget_planner,combined_stress,2,0.345569,0.004985,-0.230312,0.010167,0.351970,0.002023,0.274635,0.002585,0.314211,0.001141,0.248607,0.001284,0.149748,0.000478,0.304367,0.002587,0.263021,0.001144,0.141453,0.000549,0.027183,0.000590,0.307973,0.002337,0.353343,0.002487,384
no_budget_planner,combined_stress,3,0.345570,0.004941,-0.230478,0.010173,0.352022,0.002053,0.274621,0.002579,0.314596,0.001226,0.248023,0.001320,0.149934,0.000508,0.304622,0.002578,0.262723,0.001184,0.141529,0.000540,0.027301,0.000589,0.307896,0.002326,0.353386,0.002492,384
no_budget_planner,combined_stress,4,0.345721,0.005038,-0.230225,0.010248,0.352034,0.002024,0.274679,0.002593,0.314296,0.001219,0.248554,0.001290,0.149866,0.000506,0.304377,0.002578,0.262841,0.001179,0.141415,0.000547,0.027233,0.000600,0.307895,0.002331,0.353359,0.002488,384
no_budget_planner,combined_stress,5,0.345733,0.004984,-0.230640,0.010166,0.352417,0.002004,0.274650,0.002574,0.313871,0.001195,0.248689,0.001334,0.149682,0.000488,0.304386,0.002596,0.263194,0.001172,0.141787,0.000537,0.027261,0.000587,0.308146,0.002316,0.353573,0.002473,384
no_budget_planner,combined_stress,6,0.345392,0.004988,-0.230743,0.010160,0.352340,0.002016,0.274695,0.002570,0.314523,0.001185,0.248250,0.001328,0.149626,0.000491,0.304215,0.002574,0.263099,0.001164,0.141510,0.000534,0.027188,0.000601,0.308067,0.002308,0.353478,0.002470,384
no_budget_planner,combined_stress,7,0.345518,0.005022,-0.230704,0.010238,0.351923,0.002038,0.274919,0.002583,0.314099,0.001181,0.248368,0.001334,0.149738,0.000483,0.304443,0.002574,0.263036,0.001172,0.141545,0.000541,0.027357,0.000607,0.308061,0.002319,0.353478,0.002486,384
no_budget_planner,combined_stress,8,0.344931,0.004933,-0.231086,0.010077,0.352184,0.002013,0.274651,0.002564,0.314440,0.001167,0.248318,0.001281,0.149595,0.000491,0.304397,0.002580,0.263101,0.001174,0.141392,0.000537,0.027081,0.000585,0.308024,0.002314,0.353430,0.002470,384
no_budget_planner,combined_stress,9,0.345893,0.004942,-0.229973,0.010137,0.352236,0.002017,0.274415,0.002575,0.314699,0.001185,0.248108,0.001313,0.149852,0.000488,0.304339,0.002600,0.263012,0.001172,0.141375,0.000545,0.027046,0.000593,0.308088,0.002319,0.353323,0.002483,384
no_budget_planner,heldout_layout,0,0.382718,0.004407,-0.144319,0.009578,0.329676,0.001999,0.248822,0.002571,0.325214,0.001184,0.258899,0.001302,0.145689,0.000499,0.295186,0.002605,0.256155,0.001187,0.136837,0.000525,0.021986,0.000610,0.287645,0.002305,0.331431,0.002471,384
no_budget_planner,heldout_layout,1,0.382321,0.004398,-0.144771,0.009539,0.329835,0.002023,0.248928,0.002553,0.325643,0.001204,0.258995,0.001291,0.145462,0.000479,0.295259,0.002587,0.256263,0.001149,0.136740,0.000559,0.022141,0.000588,0.287758,0.002314,0.331546,0.002472,384
no_budget_planner,heldout_layout,2,0.382686,0.004430,-0.144443,0.009596,0.329705,0.002033,0.248937,0.002562,0.325141,0.001194,0.258968,0.001307,0.145700,0.000492,0.295028,0.002581,0.256355,0.001156,0.136782,0.000534,0.021981,0.000576,0.287681,0.002314,0.331472,0.002473,384
no_budget_planner,heldout_layout,3,0.382231,0.004446,-0.144777,0.009626,0.329711,0.002002,0.248790,0.002573,0.325305,0.001191,0.259029,0.001359,0.145638,0.000477,0.295260,0.002607,0.256307,0.001190,0.136703,0.000544,0.022086,0.000572,0.287667,0.002313,0.331446,0.002479,384
no_budget_planner,heldout_layout,4,0.382264,0.004474,-0.144982,0.009625,0.329736,0.002006,0.248998,0.002574,0.325124,0.001203,0.258713,0.001315,0.145546,0.000476,0.295135,0.002577,0.256233,0.001193,0.136847,0.000540,0.021944,0.000590,0.287802,0.002313,0.331526,0.002472,384
no_budget_planner,heldout_layout,5,0.382489,0.004449,-0.144441,0.009612,0.329770,0.002030,0.248847,0.002556,0.325470,0.001197,0.259059,0.001298,0.145560,0.000492,0.295052,0.002564,0.256107,0.001174,0.136782,0.000538,0.022046,0.000593,0.287654,0.002305,0.331432,0.002470,384
no_budget_planner,heldout_layout,6,0.381716,0.004424,-0.145527,0.009548,0.329922,0.001983,0.249121,0.002554,0.325629,0.001177,0.259006,0.001333,0.145339,0.000497,0.295160,0.002587,0.256173,0.001159,0.136906,0.000533,0.021879,0.000575,0.287888,0.002284,0.331647,0.002454,384
no_budget_planner,heldout_layout,7,0.382285,0.004446,-0.144706,0.009621,0.329553,0.002034,0.248814,0.002561,0.325089,0.001158,0.258809,0.001301,0.145640,0.000525,0.295131,0.002579,0.256359,0.001190,0.136781,0.000521,0.021975,0.000592,0.287591,0.002312,0.331391,0.002474,384
no_budget_planner,heldout_layout,8,0.382260,0.004446,-0.145080,0.009608,0.329922,0.002030,0.249012,0.002540,0.325154,0.001186,0.258747,0.001346,0.145420,0.000480,0.295160,0.002587,0.256259,0.001165,0.136778,0.000528,0.021942,0.000592,0.287848,0.002309,0.331594,0.002466,384
no_budget_planner,heldout_layout,9,0.383238,0.004413,-0.143726,0.009581,0.329647,0.002025,0.248973,0.002559,0.326156,0.001151,0.258753,0.001324,0.145675,0.000479,0.295105,0.002582,0.256342,0.001178,0.136910,0.000533,0.021936,0.000572,0.287703,0.002317,0.331500,0.002476,384
no_budget_planner,heldout_object,0,0.395042,0.004199,-0.118660,0.009329,0.324181,0.001990,0.241948,0.002557,0.328757,0.001217,0.262365,0.001293,0.144426,0.000496,0.292522,0.002573,0.253937,0.001179,0.135072,0.000529,0.020489,0.000566,0.282181,0.002299,0.325577,0.002457,384
no_budget_planner,heldout_object,1,0.395448,0.004240,-0.118187,0.009433,0.324053,0.002039,0.241916,0.002585,0.328539,0.001213,0.261997,0.001349,0.144118,0.000471,0.292241,0.002590,0.254011,0.001170,0.135405,0.000547,0.020590,0.000566,0.282223,0.002333,0.325514,0.002489,384
no_budget_planner,heldout_object,2,0.395125,0.004262,-0.118789,0.009406,0.324120,0.002014,0.241946,0.002572,0.328734,0.001192,0.262012,0.001316,0.144599,0.000480,0.292524,0.002540,0.254190,0.001194,0.135474,0.000554,0.020329,0.000577,0.282219,0.002310,0.325642,0.002468,384
no_budget_planner,heldout_object,3,0.395129,0.004260,-0.118558,0.009399,0.323988,0.002021,0.241979,0.002549,0.328255,0.001204,0.262240,0.001355,0.144368,0.000478,0.292083,0.002567,0.254186,0.001172,0.135421,0.000530,0.020382,0.000571,0.282291,0.002304,0.325507,0.002460,384
no_budget_planner,heldout_object,4,0.395276,0.004276,-0.118590,0.009428,0.324304,0.002005,0.242050,0.002582,0.328926,0.001214,0.262214,0.001317,0.144262,0.000476,0.292420,0.002588,0.254015,0.001161,0.135393,0.000540,0.020410,0.000570,0.282381,0.002304,0.325693,0.002477,384
no_budget_planner,heldout_object,5,0.394928,0.004299,-0.118653,0.009414,0.323988,0.002036,0.241905,0.002539,0.328833,0.001180,0.262123,0.001282,0.144338,0.000487,0.292321,0.002562,0.254298,0.001151,0.135286,0.000537,0.020366,0.000593,0.282242,0.002283,0.325522,0.002457,384
no_budget_planner,heldout_object,6,0.395587,0.004227,-0.118084,0.009397,0.323993,0.002019,0.241957,0.002568,0.328846,0.001194,0.262045,0.001316,0.144474,0.000481,0.292239,0.002579,0.254190,0.001180,0.135496,0.000555,0.020354,0.000565,0.282225,0.002326,0.325544,0.002480,384
no_budget_planner,heldout_object,7,0.395182,0.004261,-0.118607,0.009399,0.323924,0.002009,0.242121,0.002549,0.328573,0.001169,0.262405,0.001312,0.144468,0.000504,0.292502,0.002578,0.254082,0.001171,0.135379,0.000517,0.020345,0.000582,0.282309,0.002292,0.325618,0.002460,384
no_budget_planner,heldout_object,8,0.395157,0.004236,-0.118108,0.009369,0.323649,0.002034,0.241829,0.002563,0.328491,0.001176,0.262183,0.001302,0.144249,0.000463,0.292161,0.002581,0.254171,0.001153,0.135307,0.000519,0.020561,0.000563,0.281933,0.002317,0.325328,0.002471,384
no_budget_planner,heldout_object,9,0.395276,0.004196,-0.118740,0.009355,0.324205,0.002038,0.242179,0.002561,0.328547,0.001210,0.261859,0.001270,0.144327,0.000487,0.292215,0.002558,0.254063,0.001208,0.135399,0.000544,0.020283,0.000561,0.282436,0.002307,0.325676,0.002476,384
no_budget_planner,heldout_payload,0,0.368398,0.004676,-0.186277,0.009857,0.343399,0.002012,0.263736,0.002570,0.319710,0.001216,0.253848,0.001337,0.147782,0.000498,0.299445,0.002584,0.259416,0.001158,0.138842,0.000540,0.024458,0.000590,0.299344,0.002306,0.343971,0.002472,384
no_budget_planner,heldout_payload,1,0.367984,0.004565,-0.186539,0.009730,0.343128,0.002007,0.263840,0.002553,0.320094,0.001209,0.253309,0.001298,0.147476,0.000508,0.299399,0.002562,0.259327,0.001173,0.138981,0.000532,0.024587,0.000590,0.299371,0.002293,0.343921,0.002458,384
no_budget_planner,heldout_payload,2,0.367552,0.004680,-0.186989,0.009847,0.343267,0.002033,0.263766,0.002563,0.320334,0.001170,0.253474,0.001338,0.147593,0.000498,0.299465,0.002577,0.259403,0.001149,0.139097,0.000535,0.024334,0.000598,0.299506,0.002309,0.343977,0.002474,384
no_budget_planner,heldout_payload,3,0.367769,0.004622,-0.186349,0.009793,0.343260,0.001994,0.263646,0.002570,0.320767,0.001186,0.253726,0.001331,0.147521,0.000494,0.299457,0.002570,0.258897,0.001188,0.138949,0.000553,0.024283,0.000575,0.299407,0.002315,0.343841,0.002471,384
no_budget_planner,heldout_payload,4,0.368106,0.004644,-0.186422,0.009809,0.343311,0.002018,0.263610,0.002569,0.320052,0.001197,0.253943,0.001309,0.147785,0.000477,0.299832,0.002580,0.258973,0.001156,0.139172,0.000531,0.024430,0.000589,0.299453,0.002311,0.343966,0.002471,384
no_budget_planner,heldout_payload,5,0.367589,0.004697,-0.187037,0.009893,0.343321,0.002030,0.263710,0.002571,0.319589,0.001179,0.253867,0.001299,0.147749,0.000488,0.299343,0.002625,0.259379,0.001163,0.139058,0.000551,0.024561,0.000586,0.299397,0.002331,0.343936,0.002486,384
no_budget_planner,heldout_payload,6,0.368235,0.004684,-0.186156,0.009872,0.343179,0.002043,0.263679,0.002569,0.320089,0.001217,0.253631,0.001315,0.147669,0.000476,0.299331,0.002566,0.259221,0.001162,0.139092,0.000539,0.024645,0.000581,0.299199,0.002316,0.343858,0.002482,384
no_budget_planner,heldout_payload,7,0.367488,0.004635,-0.187329,0.009803,0.343327,0.002007,0.263966,0.002562,0.319642,0.001174,0.253869,0.001305,0.147596,0.000472,0.299427,0.002585,0.259210,0.001185,0.139170,0.000563,0.024656,0.000587,0.299470,0.002313,0.344060,0.002475,384
no_budget_planner,heldout_payload,8,0.368219,0.004651,-0.185960,0.009819,0.343272,0.002006,0.263391,0.002553,0.319780,0.001199,0.253830,0.001309,0.147393,0.000491,0.299487,0.002594,0.259338,0.001166,0.138849,0.000545,0.024326,0.000583,0.299307,0.002303,0.343783,0.002466,384
no_budget_planner,heldout_payload,9,0.368163,0.004616,-0.186022,0.009795,0.343171,0.002049,0.263500,0.002555,0.319977,0.001195,0.253737,0.001337,0.147372,0.000475,0.299505,0.002581,0.259066,0.001154,0.139141,0.000523,0.024355,0.000574,0.299232,0.002312,0.343807,0.002476,384
oracle_contact_scheduler,clean_deployment,0,0.906631,0.002323,1.226737,0.002968,0.000549,0.000182,0.001337,0.000306,0.800693,0.000956,0.789055,0.000996,0.143465,0.000436,0.003787,0.000809,0.000192,0.000095,0.005524,0.000422,0.053177,0.000497,0.035507,0.000555,0.002378,0.000376,384
oracle_contact_scheduler,clean_deployment,1,0.906481,0.002322,1.226564,0.002970,0.000519,0.000159,0.001308,0.000313,0.800957,0.000981,0.788988,0.001013,0.143699,0.000453,0.003942,0.000818,0.000147,0.000085,0.005622,0.000439,0.053004,0.000497,0.035614,0.000559,0.002398,0.000379,384
oracle_contact_scheduler,clean_deployment,2,0.906964,0.002280,1.227069,0.002913,0.000591,0.000179,0.001209,0.000282,0.800819,0.000967,0.788663,0.001003,0.143492,0.000449,0.003745,0.000803,0.000185,0.000091,0.005787,0.000446,0.052828,0.000479,0.035529,0.000556,0.002365,0.000369,384
oracle_contact_scheduler,clean_deployment,3,0.906814,0.002267,1.227074,0.002910,0.000575,0.000178,0.001360,0.000308,0.801213,0.000966,0.789383,0.001028,0.143547,0.000452,0.003819,0.000811,0.000148,0.000087,0.005531,0.000447,0.052917,0.000525,0.035539,0.000554,0.002399,0.000378,384
oracle_contact_scheduler,clean_deployment,4,0.906627,0.002277,1.226884,0.002939,0.000583,0.000179,0.001280,0.000292,0.800952,0.000993,0.789487,0.001015,0.143570,0.000471,0.003721,0.000805,0.000210,0.000100,0.005723,0.000464,0.052904,0.000501,0.035552,0.000553,0.002381,0.000370,384
oracle_contact_scheduler,clean_deployment,5,0.905969,0.002283,1.226248,0.002928,0.000524,0.000172,0.001221,0.000283,0.800892,0.000971,0.789247,0.000992,0.143721,0.000459,0.003767,0.000812,0.000170,0.000080,0.005470,0.000435,0.052999,0.000509,0.035626,0.000541,0.002306,0.000364,384
